,Index,WaveletSystemType,RefinableMaskInfo,DualRefinableMaskInfo,SymmetryInfo,DilationMatrixInfo,WaveletMaskAmount,SR,DualSR,ValidPRP,SourceInfo,Level,Estimated_CR,TestImg
81,Q0_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line Support,2-Compatibility In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.002109491677524035,lenna.bmp
82,Q0_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line Support,2-Compatibility In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.004556754060844206,lenna.bmp
83,Q0_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line Support,2-Compatibility In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0098431332023037,lenna.bmp
84,Q0_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line Support,2-Compatibility In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.021262343752724643,lenna.bmp
85,Q0_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line Support,2-Compatibility In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.045929202883612456,lenna.bmp
86,Q0_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line Support,2-Compatibility In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.09921256574801249,lenna.bmp
87,Q0_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line Support,2-Compatibility In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.21431099571326834,lenna.bmp
88,Q0_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line Support,2-Compatibility In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.46293735614364534,lenna.bmp
89,Q0_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line Support,2-Compatibility In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,1.0,lenna.bmp
90,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,0.0009765625,lenna.bmp
91,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,0.002109491677524035,lenna.bmp
92,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,0.004556754060844206,lenna.bmp
93,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,0.0098431332023037,lenna.bmp
94,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,0.021262343752724643,lenna.bmp
95,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,0.045929202883612456,lenna.bmp
96,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,0.09921256574801249,lenna.bmp
97,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,0.21431099571326834,lenna.bmp
98,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,0.46293735614364534,lenna.bmp
99,Q0_IN_03_HL_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In 3-point Line Support,Biorthogonal In Line Support,D2,QuincunxRotation,1,2,2,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",6,1.0,lenna.bmp
100,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0009765625,lenna.bmp
101,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.002109491677524035,lenna.bmp
102,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.004556754060844206,lenna.bmp
103,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0098431332023037,lenna.bmp
104,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.021262343752724643,lenna.bmp
105,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.045929202883612456,lenna.bmp
106,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.09921256574801249,lenna.bmp
107,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.21431099571326834,lenna.bmp
108,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.46293735614364534,lenna.bmp
109,Q0_IN_05_R1_DF_D4_FL,Frame-like Dual Wavelet System,Best In 1-Rhomb,Delta Function,D4,QuincunxRotation,1,2,0,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,1.0,lenna.bmp
110,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0009765625,lenna.bmp
111,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.002109491677524035,lenna.bmp
112,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.004556754060844206,lenna.bmp
113,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0098431332023037,lenna.bmp
114,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.021262343752724643,lenna.bmp
115,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.045929202883612456,lenna.bmp
116,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.09921256574801249,lenna.bmp
117,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.21431099571326834,lenna.bmp
118,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.46293735614364534,lenna.bmp
119,Q0_IN_05_R1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,1.0,lenna.bmp
120,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0009765625,lenna.bmp
121,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.002109491677524035,lenna.bmp
122,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.004556754060844206,lenna.bmp
123,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0098431332023037,lenna.bmp
124,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.021262343752724643,lenna.bmp
125,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.045929202883612456,lenna.bmp
126,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.09921256574801249,lenna.bmp
127,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.21431099571326834,lenna.bmp
128,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.46293735614364534,lenna.bmp
129,Q0_IN_05_R1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In 1-Rhomb,2-Compatible In 1-Rhomb,D4,QuincunxRotation,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,1.0,lenna.bmp
130, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0009765625,lenna.bmp
131, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.002109491677524035,lenna.bmp
132, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.004556754060844206,lenna.bmp
133, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0098431332023037,lenna.bmp
134, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.021262343752724643,lenna.bmp
135, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.045929202883612456,lenna.bmp
136, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.09921256574801249,lenna.bmp
137, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.21431099571326834,lenna.bmp
138, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.46293735614364534,lenna.bmp
139, Q0_IN_05_R1_BI_D4_FR,Dual Wavelet Frame,Best In Rhomb-1,Biorthogonal In Rhomb-4,D4,QuincunxRotation,1,2,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,1.0,lenna.bmp
140,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0009765625,lenna.bmp
141,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.002109491677524035,lenna.bmp
142,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.004556754060844206,lenna.bmp
143,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.0098431332023037,lenna.bmp
144,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.021262343752724643,lenna.bmp
145,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.045929202883612456,lenna.bmp
146,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.09921256574801249,lenna.bmp
147,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.21431099571326834,lenna.bmp
148,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,0.46293735614364534,lenna.bmp
149,Q0_NI_09_C1_2С_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line Support,D2,QuincunxRotation,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",6,1.0,lenna.bmp
150,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,0.0009765625,lenna.bmp
151,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,0.002109491677524035,lenna.bmp
152,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,0.004556754060844206,lenna.bmp
153,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,0.0098431332023037,lenna.bmp
154,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,0.021262343752724643,lenna.bmp
155,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,0.045929202883612456,lenna.bmp
156,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,0.09921256574801249,lenna.bmp
157,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,0.21431099571326834,lenna.bmp
158,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,0.46293735614364534,lenna.bmp
159,Q1_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxReflection,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",6,1.0,lenna.bmp
160,Q1_IN_02_ST_BI_D2_OB,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxReflection,1,1,1,True,Haar Wavelet,6,0.0009765625,lenna.bmp
